# A,# B,# C,# D,# E
-175,2109,-1036,-1240,-203
-84,1660,-667,-1339,-200
-180,2144,-1171,-1256,-193
-264,2394,-960,-1099,-190
-61,2016,-590,-1182,-200
-149,2394,-1267,-921,-178
-202,1848,-614,-1078,-200
8,1816,-724,-836,-206
-127,1416,-948,-955,-190
-62,1090,-432,-815,-221
-42,658,-821,-850,-197
-135,376,-550,-690,-193
-30,-78,-566,-711,-196
-98,-374,-518,-602,-183
-155,-584,-441,-466,-196
0,-1031,-408,-525,-178
-223,-891,-343,-217,-162
-194,-1371,-379,-293,-175
-152,-1281,-343,-71,-140
-271,-1347,-149,13,-134
-252,-1600,-331,108,-125
-212,-1451,-84,238,-105
-238,-1566,-221,317,-109
-197,-1903,-180,474,-125
-202,-1228,0,427,-125
-69,-1827,-302,636,-122
-174,-1479,125,573,-140
-197,-884,-156,656,-155
-108,-1779,-31,724,-171
-171,-240,96,610,-180
-88,-1002,-144,714,-185
-65,-321,311,581,-175
-133,383,-209,536,-178
-90,24,238,554,-171
-82,925,103,326,-172
-110,808,-79,379,-172
-74,884,376,201,-165
-53,1120,-108,144,-158
-58,1236,214,65,-144
-23,814,194,-65,-133
-71,1602,-64,-76,-127
-88,933,343,-152,-120
-146,1350,-100,-262,-98
-100,1600,48,-193,-125
-143,874,24,-320,-134
-191,1785,-67,-363,-99
-120,1063,-88,-270,-102
-172,1295,-24,-448,-87
-203,1451,-177,-419,-89
-196,1024,-298,-353,-117
-206,1299,-39,-557,-105
-203,1211,-598,-434,-106
-252,943,-230,-512,-127
-191,1162,-247,-656,-137
-165,1023,-688,-491,-150
-215,819,-302,-719,-150
-219,1197,-360,-536,-155
-202,649,-830,-751,-165
-273,1090,-226,-599,-162
-204,859,-737,-661,-171
-165,836,-830,-748,-185
-199,1041,-473,-419,-175
-156,779,-1039,-821,-183
-138,972,-871,-408,-162
-199,850,-874,-539,-168
-66,892,-1150,-735,-172
-194,701,-991,-264,-165
-158,822,-979,-746,-161
-101,466,-1251,-413,-178
-127,526,-943,-623,-190
-213,426,-1113,-531,-185
-164,160,-1145,-751,-188
-127,386,-874,-496,-200
-277,26,-1092,-740,-178
-235,144,-850,-724,-168
-183,39,-845,-504,-206
-271,-81,-939,-863,-183
-281,-85,-700,-353,-193
-260,-163,-862,-695,-210
-226,-281,-806,-358,-206
-328,-275,-619,-363,-210
-260,-338,-818,-264,-213
-267,-518,-619,-139,-207
-273,-418,-574,-44,-203
-263,-689,-744,15,-200
-296,-783,-489,164,-218
-216,-822,-542,113,-234
-366,-1191,-509,150,-223
-313,-1103,-311,254,-223
-149,-1423,-379,139,-225
-350,-1503,-437,201,-196
-264,-1444,-218,259,-188
-126,-1689,-444,94,-183
-342,-1468,-360,150,-180
-293,-1452,-250,262,-172
-174,-1339,-501,-2,-190
-383,-929,-177,270,-196
-309,-763,-396,162,-185
-216,-338,-266,-15,-178
-276,90,-194,342,-183
-273,431,-343,15,-175
-332,873,-88,152,-175
-273,1341,-221,241,-172
-319,1475,-36,31,-172
-350,2001,-96,272,-178
-238,1995,-27,94,-180
-321,2180,-51,185,-171
-364,2251,-39,115,-144
-249,2067,-19,155,-140
-379,2094,-84,108,-140
-351,1893,-43,76,-137
-191,1647,-100,220,-137
-334,1664,-120,-47,-152
-229,1253,-137,293,-144
-117,1275,-247,-34,-137
-252,1076,-194,212,-143
-71,720,-302,131,-150
-81,1004,-415,60,-134
-267,488,-274,180,-134
-94,697,-428,63,-144
-126,686,-400,44,-150
-268,418,-461,110,-133
-202,808,-545,2,-125
-222,579,-550,-84,-137
-350,741,-631,73,-122
-329,818,-627,-193,-120
-228,859,-753,-180,-137
-345,819,-660,-44,-137
-386,1063,-878,-374,-115
-264,873,-643,-118,-120
-319,922,-898,-304,-109
-421,1023,-753,-312,-92
-277,590,-890,-249,-99
-337,856,-679,-456,-105
-332,367,-825,-315,-98
-281,301,-818,-458,-87
-430,149,-506,-366,-84
-308,-240,-862,-474,-99
-270,-202,-538,-369,-89
-344,-565,-494,-424,-89
-223,-675,-696,-403,-102
-200,-779,-343,-275,-89
-241,-982,-509,-355,-99
-120,-1017,-550,-193,-98
-126,-1059,-343,-249,-105
-136,-1204,-262,-110,-115
-103,-1114,-607,-15,-102
-159,-1221,-100,-86,-98
-94,-1247,-355,191,-92
-119,-1120,-388,-86,-77
-216,-1385,55,286,-77
-244,-1159,-384,144,-77
-283,-1332,-180,167,-62
-305,-1332,24,413,-70
-382,-1240,-262,110,-74
-303,-1341,-197,345,-77
-293,-1163,76,235,-74
-361,-1079,465,134,-70
-254,-885,108,299,-81
-174,-735,-437,31,-74
-267,-360,161,86,-77
-252,-301,-247,108,-84
-122,195,221,-183,-77
-228,327,185,10,-80
-241,606,-209,-137,-89
-168,988,336,-264,-99
-229,951,331,13,-105
-299,1327,732,-320,-106
-200,1253,926,-113,-120
-219,1332,667,-84,-109
-219,1330,910,-129,-120
-180,1218,806,55,-127
-135,1218,583,-10,-130
-178,1027,530,89,-134
-140,991,209,158,-147
-104,800,-156,233,-144
-135,717,116,206,-140
-213,602,-376,445,-140
-127,474,-290,291,-130
-165,433,84,463,-127
-241,314,-185,536,-109
-220,345,-51,366,-105
-233,244,180,703,-120
-235,349,103,474,-117
-231,303,266,597,-125
-180,485,412,531,-127
-133,459,-19,544,-137
-207,634,84,502,-143
-151,662,88,546,-143
-40,749,-209,424,-155
-116,888,-12,405,-144
-120,861,-161,257,-147
-34,1013,-501,361,-134
-87,895,-230,47,-130
-100,1031,-343,209,-130
-108,856,-363,92,-112
-87,898,-31,-63,-105
-104,794,-298,131,-105
-162,617,-180,-249,-95
-183,649,-43,79,-84
-110,324,-76,-275,-89
-204,283,-113,-28,-84
-202,57,-12,-206,-74
-108,-122,-141,-139,-74
-183,-258,-315,-79,-64
-207,-383,-144,-118,-62
-106,-557,-351,28,-54
-151,-595,-185,-50,-54
-216,-683,-233,131,-57
-139,-777,-72,-15,-52
-171,-763,-79,201,-54
-140,-891,12,81,-54
-152,-877,286,241,-46
-159,-916,206,191,-42
-88,-1096,477,191,-39
-93,-920,619,243,-39
-82,-1250,538,137,-36
-52,-1114,676,288,-35
-77,-1103,833,102,-32
-74,-1339,684,251,-29
-11,-1166,623,84,-26
-58,-1200,854,225,-24
-50,-1268,614,115,-21
-49,-1065,715,225,-19
-78,-1034,850,254,-17
-152,-995,636,108,-14
-146,-748,648,395,-11
-140,-695,866,249,0
-228,-533,655,291,0
-188,-331,768,450,0
-187,-276,960,326,0
-206,28,768,392,0
-223,38,871,450,0
-247,299,1106,469,0
-249,345,777,334,0
-210,449,1109,604,0
-248,445,1073,334,0
-171,584,996,539,0
-140,463,1231,631,0
-184,431,1118,288,0
-170,511,1202,836,0
-186,182,1142,304,0
-210,369,1097,669,0
-164,136,1068,510,0
-220,104,907,510,0
-158,92,1080,552,0
-104,4,991,466,0
-199,-46,960,515,0
-148,5,1049,413,0
-116,105,907,531,0
-186,-126,914,293,0
-174,429,910,453,0
-146,-17,854,398,0
-152,463,883,267,0
-117,526,780,549,0
-187,286,773,233,0
-148,807,667,408,0
-170,529,660,363,0
-247,585,559,251,0
-127,790,595,432,0
-133,511,602,183,0
-117,526,574,332,0
-50,675,627,155,0
-69,233,607,228,0
-61,495,712,162,0
-45,308,602,158,0
-75,38,720,102,0
-75,303,712,204,0
-40,-126,631,42,0
-65,-92,792,68,0
-42,-119,732,170,0
-46,-452,696,-52,0
-66,-383,883,217,0
-126,-492,756,10,0
-98,-728,691,144,0
-98,-606,988,89,0
-178,-845,712,185,0
-138,-965,756,126,0
-65,-818,838,152,0
-106,-1169,741,209,0
-85,-1089,854,193,0
-59,-1096,720,172,0
-58,-1280,948,251,0
-45,-1202,700,118,0
-56,-1068,813,340,0
-4,-1382,1092,94,0
34,-1004,761,304,0
-21,-1122,1097,134,0
13,-1299,1073,246,0
24,-724,943,177,0
2,-1268,1210,188,0
46,-929,1109,212,0
45,-874,1145,188,0
85,-1215,1260,196,0
158,-859,1145,183,0
117,-1109,1118,309,0
93,-1023,1272,164,0
90,-1063,1089,355,0
108,-898,1247,270,0
117,-1136,1174,251,0
82,-884,1073,434,0
88,-847,1186,228,0
126,-1024,1068,398,0
52,-617,1166,376,0
72,-668,1077,358,0
116,-749,1101,390,0
49,-192,979,329,0
74,-613,1024,421,0
130,-220,960,347,0
122,-215,874,461,0
110,-279,907,395,0
123,-149,821,398,0
108,-101,789,450,0
94,-156,825,390,0
106,-108,749,387,0
103,8,830,369,0
90,-160,708,259,0
77,57,809,337,0
101,19,789,126,0
74,4,639,307,0
97,269,768,65,0
116,-28,691,63,0
108,426,550,222,0
101,160,700,-142,0
106,288,526,222,0
130,491,506,-7,0
117,206,506,18,0
58,551,444,129,0
103,308,396,42,0
124,358,437,188,0
71,353,396,144,0
101,165,331,257,0
148,235,425,131,0
100,-4,262,301,0
113,33,290,241,0
139,-144,283,309,0
136,-217,129,405,0
103,-279,295,204,0
122,-497,132,427,0
158,-508,286,267,0
146,-711,153,291,0
138,-735,116,340,0
132,-922,266,246,0
124,-891,132,180,0
149,-1016,185,278,0
142,-1061,221,170,0
100,-943,278,113,0
152,-1169,226,309,0
130,-891,230,-23,0
65,-1038,339,259,0
107,-906,132,110,0
103,-794,262,180,0
46,-929,343,131,0
77,-658,295,89,0
90,-767,351,68,0
68,-708,425,76,0
69,-636,376,102,0
94,-683,360,-26,0
100,-599,571,118,0
62,-658,449,-36,0
126,-565,456,28,0
149,-713,602,36,0
124,-807,497,-47,0
167,-727,468,-42,0
164,-1097,574,102,0
155,-927,485,-21,0
183,-1188,437,105,0
174,-1259,465,102,0
168,-1336,518,55,0
204,-1309,331,193,0
194,-1389,518,100,0
206,-1430,456,217,0
223,-1186,295,172,0
210,-1479,533,81,0
222,-1056,425,246,0
245,-1253,311,-7,0
277,-1097,343,118,0
276,-839,315,123,0
268,-1100,247,15,0
270,-526,226,21,0
292,-781,408,139,0
260,-471,120,-21,0
244,-268,194,92,0
271,-390,302,76,0
289,-52,113,139,0
289,33,129,-36,0
283,5,286,280,0
295,147,43,-31,0
277,297,185,79,0
261,160,295,199,0
295,347,79,-26,0
297,422,189,121,0
252,251,173,115,0
265,530,96,-15,0
311,356,177,139,0
244,365,96,28,0
261,491,91,123,0
279,303,27,86,0
252,374,12,150,0
264,331,72,26,0
302,281,-31,164,0
319,262,51,204,0
324,286,12,65,0
324,154,0,278,0
331,181,15,230,0
353,137,12,102,0
353,15,43,275,0
312,78,-27,199,0
296,-38,0,57,0
319,-77,-15,249,0
309,-45,-67,79,0
280,-199,43,108,0
270,-149,36,89,0
261,-176,-51,108,0
255,-251,132,-147,0
257,-178,91,241,0
231,-268,60,-214,0
244,-258,116,65,0
251,-202,125,65,0
238,-283,3,-50,0
241,-209,60,71,0
228,-171,113,89,0
231,-226,48,50,0
232,-182,27,34,0
244,-192,31,246,0
244,-279,-15,57,0
252,-181,-51,57,0
284,-320,-27,241,0
280,-251,0,-76,0
251,-338,-137,73,0
279,-400,-36,204,0
299,-235,-64,-164,0
271,-488,-197,158,0
273,-269,-100,34,0
296,-383,-100,26,0
267,-442,-226,110,0
260,-297,-173,129,0
249,-433,-141,21,0
231,-390,-185,164,0
188,-352,-226,155,0
188,-303,-173,13,0
181,-438,-226,79,0
188,-254,-201,150,0
180,-292,-141,-175,0
164,-365,-177,254,0
162,-52,-274,-36,0
168,-244,-189,-121,0
159,-170,-307,144,0
175,71,-355,-183,0
196,-279,-315,-73,0
200,-5,-355,65,0
187,-17,-408,-123,0
180,-116,-408,-123,0
194,26,-408,155,0
216,101,-428,-147,0
184,-39,-444,7,0
174,181,-339,193,0
200,290,-425,-94,0
207,0,-415,183,0
178,506,-437,144,0
171,294,-497,0,0
196,306,-506,183,0
180,683,-449,196,0
168,449,-453,-2,0
186,636,-425,254,0
162,745,-360,191,0
132,713,-339,-57,0
123,745,-336,324,0
139,881,-209,-10,0
132,877,-307,-7,0
120,881,-250,191,0
117,933,-197,-108,0
126,801,-331,-34,0
123,863,-315,79,0
108,892,-201,-137,0
101,676,-441,-73,0
104,859,-425,-65,0
124,760,-324,-118,0
116,715,-444,-251,0
120,950,-432,-39,0
155,807,-311,-167,0
165,836,-327,-299,0
146,929,-403,147,0
174,793,-295,10,0
197,766,-307,-155,0
164,801,-391,36,0
146,610,-324,-155,0
175,485,-298,-155,0
165,463,-412,113,0
130,196,-324,-251,0
130,149,-266,-63,0
143,90,-388,47,0
152,-39,-379,-23,0
136,-42,-363,126,0
142,-35,-489,262,0
172,-94,-420,137,0
167,26,-376,293,0
159,28,-403,278,0
190,67,-367,94,0
190,156,-363,167,0
172,158,-403,-65,0
174,231,-336,-162,0
167,217,-412,-100,0
162,324,-494,-342,0
148,210,-456,-315,0
132,279,-509,-251,0
130,288,-571,-432,0
114,130,-559,-301,0
100,334,-485,-267,0
108,195,-550,-309,0
100,237,-526,-183,0
87,360,-391,-172,0
78,310,-437,-230,0
72,429,-327,-172,0
58,407,-295,-162,0
49,491,-283,-167,0
36,418,-311,-206,0
24,447,-271,-142,0
20,478,-360,-291,0
21,275,-379,-283,0
21,379,-461,-254,0
18,170,-506,-379,0
11,160,-497,-299,0
14,111,-578,-238,0
17,28,-533,-337,0
14,133,-574,-217,0
14,35,-619,-147,0
18,133,-623,-264,0
13,226,-607,-177,0
14,105,-602,-175,0
10,442,-533,-286,0
8,401,-590,-206,0
5,453,-550,-272,0
0,662,-623,-353,0
0,606,-586,-334,0
0,672,-619,-358,0
0,770,-627,-434,0
0,822,-571,-405,0
0,668,-607,-369,0
0,958,-521,-432,0
0,756,-566,-275,0
0,832,-559,-317,0
0,1118,-533,-326,0
0,861,-578,-183,0
0,1118,-545,-278,0
0,1170,-590,-243,0
0,1145,-509,-191,0
0,1184,-538,-259,0
0,1416,-679,-257,0
0,1195,-688,-251,0
0,1305,-679,-317,0
0,1489,-780,-350,0
0,1093,-874,-350,0
0,1313,-792,-403,0
0,1232,-780,-405,0
0,947,-951,-398,0
0,1145,-914,-421,0
0,964,-845,-379,0
0,843,-955,-350,0
0,884,-951,-361,0
0,794,-862,-299,0
0,695,-830,-278,0
0,735,-838,-320,0
0,727,-780,-264,0
0,550,-761,-286,0
0,640,-756,-301,0
0,668,-765,-272,0
0,440,-727,-315,0
0,640,-749,-342,0
0,513,-688,-345,0
0,341,-663,-384,0
0,529,-696,-387,0
0,363,-679,-382,0
0,314,-636,-369,0
0,485,-636,-390,0
0,358,-639,-384,0
0,401,-623,-324,0
0,499,-530,-395,0
0,478,-602,-350,0
0,460,-542,-361,0
0,595,-598,-405,0
0,550,-586,-371,0
0,536,-614,-382,0
0,647,-639,-408,0
0,543,-684,-434,0
0,488,-574,-413,0
0,554,-627,-427,0
0,453,-607,-429,0
0,390,-526,-403,0
0,449,-583,-403,0
0,301,-602,-440,0
0,341,-602,-384,0
0,258,-506,-384,0
0,294,-501,-432,0
0,235,-550,-345,0
0,213,-509,-374,0
0,290,-526,-363,0
0,188,-578,-317,0
0,244,-586,-350,0
0,255,-559,-332,0
0,170,-574,-390,0
0,226,-586,-337,0
0,222,-518,-398,0
0,229,-538,-421,0
0,224,-578,-371,0
0,283,-506,-458,0
0,288,-602,-413,0
0,294,-526,-392,0
0,386,-444,-429,0
0,338,-444,-419,0
0,335,-449,-384,0
0,426,-456,-403,0
0,314,-388,-419,0
0,422,-444,-329,0
0,321,-506,-411,0
0,422,-449,-361,0
0,294,-432,-317,0
0,335,-513,-345,0
0,449,-415,-369,0
0,251,-437,-312,0
0,408,-400,-361,0
0,508,-379,-390,0
0,292,-437,-315,0
0,452,-403,-382,0
0,606,-420,-405,0
0,281,-396,-337,0
0,599,-420,-382,0
0,585,-456,-392,0
0,425,-384,-363,0
0,595,-425,-392,0
0,613,-449,-424,0
0,425,-372,-432,0
0,550,-415,-424,0
0,599,-336,-471,0
0,352,-247,-440,0
0,481,-233,-450,0
0,529,-221,-491,0
0,314,-189,-450,0
0,407,-209,-461,0
0,442,-194,-491,0
0,254,-194,-458,0
0,255,-168,-453,0
0,334,-168,-419,0
0,119,-177,-440,0
0,90,-206,-384,0
0,240,-209,-374,0
0,-83,-209,-400,0
0,-4,-238,-345,0
0,38,-194,-337,0
0,-244,-173,-379,0
0,-28,-180,-296,0
0,-143,-144,-317,0
0,-222,-125,-301,0
0,-112,-125,-291,0
0,-171,-132,-278,0
0,-158,-96,-262,0
0,-123,-84,-275,0
0,-17,-76,-262,0
0,-130,-55,-238,0
0,-4,-36,-238,0
0,-26,-31,-217,0
0,-129,-43,-222,0
0,-31,-31,-225,0
0,-70,-15,-217,0
0,-101,-15,-220,0
0,-49,-15,-222,0
0,-99,-12,-233,0
0,-92,-7,-254,0
0,-101,-19,-238,0
0,-123,-12,-254,0
0,-140,-12,-264,0
0,-178,-12,-243,0
0,-94,0,-259,0
0,-258,0,-267,0
0,-60,0,-209,0
0,-196,0,-225,0
0,-272,0,-217,0
0,-195,0,-172,0
0,-320,0,-183,0
0,-308,0,-175,0
0,-401,0,-150,0
0,-272,0,-158,0
0,-554,0,-134,0
0,-275,0,-147,0
0,-365,0,-108,0
0,-497,0,-139,0
0,-196,0,-113,0
0,-404,0,-102,0
0,-247,0,-129,0
0,-310,0,-115,0
0,-149,0,-86,0
0,-261,0,-115,0
0,-176,0,-92,0
0,-63,0,-71,0
0,-286,0,-97,0
0,-56,0,-76,0
0,-122,0,-63,0
0,-210,0,-65,0
0,-101,0,-60,0
0,-83,0,-57,0
0,-167,0,-50,0
0,-116,0,-44,0
0,-31,0,-50,0
0,-149,0,-39,0
0,-126,0,-52,0
0,-104,0,-34,0
0,-217,0,-42,0
0,-195,0,-31,0
0,-235,0,-28,0
0,-202,0,-23,0
0,-275,0,-23,0
0,-335,0,-15,0
0,-261,0,-18,0
0,-369,0,-10,0
0,-394,0,-15,0
0,-358,0,-10,0
0,-356,0,-2,0
0,-447,0,-7,0
0,-310,0,-2,0
0,-349,0,-2,0
0,-474,0,-2,0
0,-314,0,0,0
0,-386,0,0,0
0,-452,0,0,0
0,-383,0,0,0
0,-310,0,0,0
0,-467,0,0,0
0,-356,0,0,0
0,-255,0,0,0
0,-459,0,0,0
0,-268,0,0,0
0,-320,0,0,0
0,-400,0,0,0
0,-272,0,0,0
0,-386,0,0,0
0,-290,0,0,0
0,-376,0,0,0
0,-338,0,0,0
0,-272,0,0,0
0,-418,0,0,0
0,-272,0,0,0
0,-303,0,0,0
0,-408,0,0,0
0,-286,0,0,0
0,-328,0,0,0
0,-400,0,0,0
0,-310,0,0,0
0,-360,0,0,0
0,-394,0,0,0
0,-345,0,0,0
0,-347,0,0,0
0,-397,0,0,0
0,-393,0,0,0
0,-275,0,0,0
0,-426,0,0,0
0,-400,0,0,0
0,-334,0,0,0
0,-518,0,0,0
0,-470,0,0,0
0,-411,0,0,0
0,-565,0,0,0
0,-466,0,0,0
0,-431,0,0,0
0,-536,0,0,0
0,-492,0,0,0
0,-408,0,0,0
0,-492,0,0,0
0,-492,0,0,0
0,-390,0,0,0
0,-467,0,0,0
0,-478,0,0,0
0,-400,0,0,0
0,-470,0,0,0
0,-522,0,0,0
0,-449,0,0,0
0,-466,0,0,0
0,-504,0,0,0
0,-445,0,0,0
0,-400,0,0,0
0,-477,0,0,0
0,-400,0,0,0
0,-360,0,0,0
0,-447,0,0,0
0,-383,0,0,0
0,-320,0,0,0
0,-467,0,0,0
0,-447,0,0,0
0,-411,0,0,0
0,-568,0,0,0
0,-563,0,0,0
0,-460,0,0,0
0,-592,0,0,0
0,-596,0,0,0
0,-466,0,0,0
0,-551,0,0,0
0,-624,0,0,0
0,-477,0,0,0
0,-478,0,0,0
0,-610,0,0,0
0,-412,0,0,0
0,-442,0,0,0
0,-557,0,0,0
0,-456,0,0,0
0,-481,0,0,0
0,-554,0,0,0
0,-530,0,0,0
0,-452,0,0,0
0,-492,0,0,0
0,-504,0,0,0
0,-383,0,0,0
0,-453,0,0,0
0,-453,0,0,0
0,-358,0,0,0
0,-363,0,0,0
0,-408,0,0,0
0,-358,0,0,0
0,-352,0,0,0
0,-422,0,0,0
0,-431,0,0,0
0,-419,0,0,0
0,-394,0,0,0
0,-467,0,0,0
0,-374,0,0,0
0,-365,0,0,0
0,-387,0,0,0
0,-328,0,0,0
0,-314,0,0,0
0,-276,0,0,0
0,-306,0,0,0
0,-268,0,0,0
0,-248,0,0,0
0,-281,0,0,0
0,-281,0,0,0
0,-203,0,0,0
0,-308,0,0,0
0,-310,0,0,0
0,-213,0,0,0
0,-317,0,0,0
0,-303,0,0,0
0,-275,0,0,0
0,-320,0,0,0
0,-294,0,0,0
0,-356,0,0,0
0,-240,0,0,0
0,-320,0,0,0
0,-356,0,0,0
0,-196,0,0,0
0,-324,0,0,0
0,-367,0,0,0
0,-189,0,0,0
0,-244,0,0,0
0,-272,0,0,0
0,-182,0,0,0
0,-165,0,0,0
0,-189,0,0,0
0,-182,0,0,0
0,-74,0,0,0
0,-163,0,0,0
0,-160,0,0,0
0,-8,0,0,0
0,-126,0,0,0
0,-104,0,0,0
0,-38,0,0,0
0,-126,0,0,0
0,-104,0,0,0
0,-81,0,0,0
0,-108,0,0,0
0,-122,0,0,0
0,-101,0,0,0
0,-97,0,0,0
0,-111,0,0,0
0,-104,0,0,0
0,-81,0,0,0
0,-99,0,0,0
0,-81,0,0,0
0,-64,0,0,0
0,-63,0,0,0
0,-60,0,0,0
0,-39,0,0,0
0,-38,0,0,0
0,-33,0,0,0
0,-22,0,0,0
0,-12,0,0,0
0,-11,0,0,0
0,-1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
